Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester,Dropout,is_female,has_internet_access,has_part_time_job,has_scholarship,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD,Parental_Education_Unknown,study_efficiency,risk_score
21.0,25000.0,5.05,81.5,1,47.5,5.5,0.85,3,1,1,1,1,1,0,0,1,0,1,0,0,0,0.15315315315315314,-1.6500000000000004
22.2,25000.0,5.46,98.3,4,42.2,6.6,3.77,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0.6325503355704698,0.7699999999999996
21.5,25000.0,4.78,77.9,1,20.8,3.0,1.49,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.28219696969696967,-3.790000000000001
24.0,39960.0,2.41,75.4,4,27.8,3.6,0.87,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.29896907216494845,0.05999999999999872
21.3,36124.0,2.19,88.5,1,30.3,3.0,4.0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4869888475836432,-4.85
20.1,25000.0,5.9,77.5,1,18.8,4.8,3.58,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0.559375,-1.9500000000000002
21.3,25000.0,3.79,92.1,3,42.8,5.6,2.42,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0.5641025641025641,-0.6099999999999994
22.2,59679.0,2.74,88.7,2,22.3,8.5,0.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.0,1.629999999999999
21.1,25000.0,2.53,80.5,1,28.8,4.0,2.85,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0.9405940594059407,-3.0500000000000007
21.1,32941.0,3.29,89.8,0,42.9,7.0,0.83,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0.21899736147757254,-1.9800000000000004
19.5,26533.0,6.07,80.1,1,24.6,4.0,3.07,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.4672754946727549,-3.01
19.5,40288.0,3.68,83.1,2,26.0,5.5,2.18,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0.521531100478469,-0.8099999999999987
17.9,29740.5,4.0,86.7,1,34.1,5.5,1.92,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0.42666666666666664,-2.17
24.8,31384.0,4.45,78.9,1,25.1,3.8,2.03,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0.41010101010101,-3.0900000000000007
18.3,32900.0,3.92,94.1,3,48.4,4.0,4.0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0.9049773755656109,-2.41
19.5,34136.0,1.43,82.6,1,19.0,8.4,2.82,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1.4611398963730569,1.1400000000000006
19.4,31177.0,5.09,84.3,1,5.0,4.5,1.51,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2701252236135957,-2.9299999999999997
23.0,36562.0,3.03,71.5,0,40.1,7.3,2.24,2,0,0,1,1,1,0,0,0,1,0,1,0,0,0.6345609065155808,0.14999999999999947
20.4,110753.0,1.85,76.8,1,25.7,6.7,0.87,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0.3702127659574468,0.020000000000000462
23.7,138244.0,1.6,83.3,2,20.3,4.4,1.48,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.7047619047619047,-1.9299999999999997
19.5,25000.0,4.77,88.9,4,34.6,5.5,3.51,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0.6660341555977229,0.6099999999999994
21.6,25000.0,5.05,93.3,3,35.0,5.7,1.93,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.34774774774774775,-0.6300000000000008
19.2,42502.0,1.03,73.5,0,20.9,6.4,1.45,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0.9477124183006536,-0.9499999999999993
25.7,33248.0,3.32,75.4,2,44.2,4.8,1.88,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0.49214659685863876,-0.7400000000000011
18.4,56197.0,4.47,72.2,2,40.3,2.8,2.55,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0.5130784708249497,-2.420000000000001
21.7,35275.0,4.2,85.9,3,53.7,4.2,2.65,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0.5638297872340425,-1.3899999999999997
22.4,30797.0,3.33,93.3,2,24.5,7.6,0.39,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0.10182767624020887,0.2699999999999996
21.9,58533.0,3.89,80.7,2,31.9,5.4,1.87,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0.4259681093394077,-0.6699999999999999
20.6,29740.5,4.0,67.5,2,32.8,5.5,2.77,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.6155555555555555,0.75
20.7,25000.0,4.57,83.1,2,26.1,2.8,3.08,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.6074950690335306,-3.509999999999999
21.1,25000.0,4.84,78.2,4,34.8,7.7,1.12,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0.20973782771535582,3.879999999999999
20.7,27907.0,3.43,72.2,2,35.7,5.1,2.41,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0.6132315521628499,-0.120000000000001
23.1,31542.0,2.35,90.5,1,35.7,7.5,1.32,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.4631578947368421,-0.5500000000000007
25.9,25963.0,4.32,83.2,2,26.1,6.7,1.95,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.40456431535269705,0.379999999999999
19.8,38581.0,5.04,77.6,1,27.5,6.9,2.51,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0.4530685920577617,0.14000000000000057
18.0,54050.0,3.12,100.0,2,23.2,8.5,0.78,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0.2154696132596685,0.5
20.8,83586.0,4.3,82.0,3,21.0,5.7,2.52,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.525,0.5
26.7,42081.0,4.0,68.3,2,29.2,5.3,0.22,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0.04888888888888889,0.46999999999999975
19.2,25000.0,1.84,87.2,1,48.2,8.3,1.01,3,1,1,0,1,1,0,0,0,1,0,0,1,0,0.43162393162393164,0.5800000000000001
24.6,27216.0,3.79,67.3,1,54.5,7.0,2.78,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0.648018648018648,1.2700000000000005
24.7,28418.0,4.23,85.7,3,45.8,4.2,2.0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.4228329809725158,-1.37
19.8,40489.0,3.4,85.5,0,24.4,7.4,2.37,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0.6076923076923078,-1.1500000000000004
22.3,37530.0,5.42,93.0,1,34.9,8.2,2.09,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.3530405405405405,-0.10000000000000142
24.6,101746.0,2.38,74.0,3,5.4,1.4,2.91,2,0,0,1,0,1,0,1,0,0,0,1,0,0,1.0104166666666667,-3.0
20.2,25000.0,6.8,79.7,2,28.1,3.3,3.72,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5095890410958904,-2.670000000000001
20.6,37453.0,4.0,81.4,2,25.3,4.0,2.89,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.6422222222222222,-2.1400000000000006
19.7,122128.0,3.75,88.9,3,52.5,6.8,2.86,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0.6729411764705882,0.9100000000000001
18.8,25000.0,5.19,85.5,4,33.1,6.9,2.45,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4305799648506151,2.3499999999999996
19.6,32438.0,2.06,86.2,2,30.6,6.4,2.52,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.984375,-0.22000000000000064
18.3,25000.0,6.96,91.8,2,29.2,7.1,3.71,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.4973190348525469,-0.08000000000000007
21.1,31234.0,3.11,80.2,2,26.5,3.5,2.76,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.7645429362880886,-2.5199999999999996
19.3,29740.5,4.0,93.7,3,36.4,5.5,3.54,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.7866666666666666,-0.870000000000001
21.5,55719.0,4.0,81.3,2,22.1,7.8,1.34,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0.2977777777777778,1.6700000000000017
17.6,32480.0,2.68,89.2,1,36.6,5.7,2.53,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0.7955974842767295,-2.2199999999999998
21.7,25000.0,5.32,78.0,0,47.2,7.7,1.96,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0.3367697594501718,-0.09999999999999964
22.8,49234.0,4.69,86.8,0,31.4,4.2,2.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.49132947976878605,-4.4799999999999995
17.0,33117.0,7.97,91.3,2,26.2,3.6,3.24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.38252656434474624,-3.5299999999999994
21.8,29740.5,4.0,73.3,5,29.1,5.5,2.65,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5888888888888889,3.17
23.7,25000.0,3.18,89.6,5,44.4,6.9,0.02,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0.005434782608695652,2.9400000000000013
18.3,37097.0,1.59,83.4,1,31.7,7.5,0.3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.14354066985645933,0.16000000000000014
24.7,47288.0,3.03,98.3,2,22.7,6.5,2.62,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0.7422096317280454,-1.33
21.9,25000.0,4.33,79.9,1,39.7,4.6,2.85,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0.5900621118012422,-2.3900000000000006
19.4,25000.0,3.51,84.3,2,21.5,6.6,1.64,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0.4089775561097257,0.16999999999999993
20.9,29000.0,4.99,80.8,3,27.2,6.6,2.32,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.42258652094717664,1.5199999999999996
22.2,62123.0,4.47,87.3,3,32.7,1.9,4.0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.8048289738430584,-3.83
21.2,29740.5,4.0,64.5,6,20.3,5.5,2.04,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0.45333333333333337,5.05
22.2,25000.0,3.47,70.7,1,8.6,6.0,1.46,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.36775818639798485,-0.07000000000000028
19.0,25000.0,2.87,87.3,3,35.4,7.5,1.09,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.32344213649851633,1.7699999999999996
21.4,25000.0,4.45,82.2,0,5.0,5.3,2.79,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.5636363636363636,-2.920000000000001
17.9,25000.0,4.56,66.0,0,18.9,5.8,0.94,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0.1857707509881423,-0.7999999999999998
20.8,38866.0,3.22,76.9,3,39.3,5.4,2.02,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0.543010752688172,0.71
19.0,27917.0,1.87,78.9,1,35.0,6.0,0.51,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.2151898734177215,-0.8900000000000006
19.4,25000.0,7.66,78.1,4,28.1,3.0,3.11,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0.38112745098039214,-0.8099999999999996
23.7,57674.0,4.42,89.5,0,19.3,4.4,2.77,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0.5630081300813008,-4.549999999999999
23.4,32346.0,4.42,92.1,3,24.8,1.5,3.92,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0.7967479674796748,-4.709999999999999
22.3,38609.0,1.56,64.1,1,36.9,4.7,2.24,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1.0873786407766992,-0.7099999999999991
18.6,25000.0,4.94,81.0,3,28.4,6.4,2.24,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.411764705882353,1.3000000000000007
20.3,25000.0,5.38,82.9,3,15.2,4.1,3.69,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0.6275510204081632,-1.1900000000000013
23.7,25000.0,4.44,70.1,1,19.4,5.0,1.57,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0.31781376518218624,-1.0099999999999998
21.3,25000.0,4.17,92.0,3,24.8,6.2,3.19,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.683083511777302,0.0
26.1,42016.0,4.18,85.0,3,34.4,10.0,0.0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0.0,4.5
21.9,25000.0,2.85,88.8,4,31.3,5.4,3.94,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1.1761194029850746,0.5200000000000014
21.4,77320.0,3.09,78.4,4,15.0,6.8,1.37,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.38161559888579394,2.96
20.3,32937.0,3.7,75.8,2,46.2,5.2,2.43,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.5785714285714286,-0.3799999999999999
21.3,67250.0,5.43,77.4,2,21.1,6.1,1.72,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0.2900505902192243,0.35999999999999943
20.7,25000.0,4.35,81.1,1,35.3,5.4,2.36,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0.4865979381443299,-1.709999999999999
22.6,40228.0,3.04,78.6,0,18.6,4.7,1.26,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.3559322033898305,-3.1599999999999993
23.1,31292.0,3.16,89.2,0,59.8,5.1,2.45,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0.6693989071038252,-3.8200000000000003
19.3,48563.0,1.19,100.0,2,45.9,7.7,1.79,3,0,1,1,0,1,0,0,0,1,0,0,1,0,1.0591715976331362,-0.3000000000000007
18.1,25841.0,4.58,86.7,0,20.7,6.0,2.32,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0.45669291338582674,-2.67
17.0,39495.0,3.73,66.4,1,31.1,3.3,1.9,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.4491725768321512,-2.3400000000000007
22.1,57602.0,4.24,83.2,0,17.6,4.7,2.87,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0.6054852320675106,-3.62
18.6,25000.0,7.94,72.5,1,25.7,3.9,2.35,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0.27843601895734593,-2.3499999999999996
17.0,34384.0,3.42,78.7,2,35.1,7.2,1.73,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0.4413265306122449,1.3299999999999992
21.9,25000.0,4.28,81.7,1,40.1,4.1,1.04,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0.21757322175732216,-3.0700000000000003
26.5,45320.0,3.18,79.9,3,15.1,7.1,3.71,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1.0081521739130435,2.1099999999999994
21.0,96067.0,3.78,73.7,1,21.0,7.3,2.01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4696261682242991,0.9300000000000006
22.8,25000.0,2.73,86.2,2,41.3,5.8,2.15,2,1,1,1,0,1,0,0,1,0,0,0,1,0,0.6656346749226006,-0.8200000000000012
21.2,28146.0,2.57,66.0,0,45.9,6.5,1.88,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6123778501628665,-0.09999999999999964
20.8,50427.0,1.65,85.1,2,20.7,4.6,2.77,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.2883720930232558,-1.9100000000000001
23.0,30298.0,2.59,74.8,1,41.5,7.0,0.65,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0.2103559870550162,0.5200000000000005
20.4,32829.0,4.3,84.2,1,15.2,3.3,1.59,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.33125000000000004,-4.12
21.6,25000.0,3.59,71.2,0,26.4,4.7,1.72,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0.42053789731051344,-2.42
21.7,25000.0,3.71,83.9,0,16.3,4.9,2.44,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0.5795724465558195,-3.49
19.5,28226.0,3.41,93.0,3,25.1,7.3,2.81,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.7186700767263426,1.0
23.2,30485.0,4.2,77.2,3,52.9,8.6,0.67,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.1425531914893617,3.879999999999999
20.6,25000.0,4.12,77.1,2,29.3,4.7,3.49,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0.7554112554112554,-1.009999999999999
19.3,28578.0,4.04,85.5,5,26.6,5.3,1.48,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0.32599118942731276,1.75
22.2,76200.0,3.58,83.7,2,23.2,3.4,1.82,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0.44607843137254904,-2.9700000000000006
19.0,25000.0,4.95,70.9,2,26.4,5.4,0.59,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.10825688073394495,0.3099999999999996
21.1,25000.0,1.39,90.9,0,20.3,7.5,0.0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,-1.5899999999999999
21.0,27150.0,3.01,88.5,1,31.6,2.3,4.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1.1396011396011396,-5.55
23.4,25000.0,2.96,92.3,3,29.6,5.5,3.4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.9826589595375722,-0.7300000000000004
22.0,25000.0,4.84,86.4,5,24.5,6.8,2.2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0.4119850187265918,3.16
20.9,32322.0,3.3,97.1,0,23.5,5.6,4.0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1.0526315789473684,-4.109999999999999
22.8,25000.0,2.73,67.0,2,32.2,5.2,2.07,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.6408668730650154,0.5
24.1,25000.0,4.22,94.2,1,21.2,7.1,3.82,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0.8093220338983051,-1.3200000000000003
22.2,32600.0,5.04,78.9,3,27.1,4.0,3.04,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0.5487364620938628,-0.8900000000000006
21.0,25000.0,4.96,77.6,2,24.6,4.1,4.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0.7326007326007326,-1.6600000000000001
18.1,29740.5,4.0,61.3,1,5.0,5.5,2.35,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0.5222222222222223,0.3700000000000001
18.7,44468.0,4.15,86.1,0,40.3,6.1,1.39,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.29892473118279567,-2.51
20.3,25000.0,4.36,88.4,0,8.0,5.9,2.76,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.5679012345679012,-2.9399999999999995
19.7,25000.0,3.66,78.3,1,8.8,4.5,2.94,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.7067307692307692,-2.33
20.6,25000.0,3.58,84.2,1,40.7,3.9,1.55,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3799019607843137,-3.5199999999999996
21.1,25000.0,2.73,100.0,0,16.7,5.4,3.53,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1.0928792569659442,-4.6
22.2,38439.0,4.9,76.6,0,5.1,5.7,0.2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.037037037037037035,-1.959999999999999
20.8,31806.0,1.66,78.8,2,46.0,3.3,2.33,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0787037037037037,-2.58
22.1,124882.0,2.3,93.4,0,22.3,2.0,3.9,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1.392857142857143,-7.34
21.1,57077.0,6.43,69.4,1,44.6,2.4,3.19,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0.46031746031746035,-3.5400000000000005
17.0,25000.0,3.85,84.0,0,19.0,2.9,4.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0.9195402298850576,-5.5
18.9,25000.0,4.18,62.7,4,10.3,3.3,2.57,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0.5491452991452992,1.0299999999999994
20.7,150846.0,2.42,71.0,3,26.1,5.3,0.92,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0.31506849315068497,1.200000000000001
18.3,56249.0,4.63,72.5,2,15.5,5.7,3.2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.6237816764132554,0.4500000000000002
22.3,42346.0,5.79,75.0,1,34.9,5.2,0.48,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0.07631160572337042,-1.2999999999999998
24.4,31098.0,5.89,72.0,4,38.1,6.1,3.83,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0.5993740219092332,2.8999999999999995
23.7,35035.0,2.03,83.6,3,41.2,6.2,1.59,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.6284584980237155,0.8399999999999999
20.5,25000.0,5.52,93.2,1,26.3,6.1,1.56,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.25913621262458475,-2.2200000000000006
24.3,32670.0,4.01,98.3,3,46.6,5.7,2.43,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0.5388026607538803,-1.1300000000000008
21.3,31031.0,0.72,73.8,4,18.9,3.6,1.72,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1.4098360655737705,0.21999999999999975
20.3,25000.0,2.0,87.8,2,31.6,3.1,1.89,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0.756,-3.6799999999999997
19.7,25000.0,1.55,91.7,1,28.3,4.5,1.89,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.9219512195121952,-3.67
20.3,73799.0,4.78,83.0,2,53.7,7.5,1.72,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.32575757575757575,1.1999999999999993
20.1,27581.0,3.76,87.7,2,44.5,9.7,3.45,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8098591549295775,2.9299999999999997
21.4,103023.0,3.15,85.7,0,30.4,6.5,0.82,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0.22465753424657534,-2.0700000000000003
21.4,25000.0,3.88,85.7,2,32.4,6.1,1.63,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3721461187214612,-0.47000000000000064
21.0,25000.0,6.28,76.1,2,48.4,7.4,2.04,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0.30088495575221236,1.790000000000001
22.0,25000.0,3.62,66.0,3,21.0,8.2,2.06,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0.5,4.6
23.6,25000.0,4.43,79.2,3,5.6,3.8,1.7,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0.3448275862068966,-1.12
23.1,25000.0,4.82,75.9,1,18.4,10.0,0.35,2,1,0,1,1,1,0,0,1,0,1,0,0,0,0.06578947368421052,3.4099999999999993
17.7,35925.0,2.42,79.8,1,25.0,8.4,0.15,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0.05136986301369863,1.4200000000000008
17.0,34895.0,4.73,89.7,0,46.3,3.0,4.0,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0.7648183556405354,-5.970000000000001
23.1,29740.5,4.0,78.5,4,42.4,5.5,4.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.8888888888888888,1.6500000000000004
18.0,25000.0,5.3,83.2,3,29.5,10.0,1.81,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0.3120689655172414,4.68
20.5,72158.0,3.81,72.5,3,35.6,7.4,2.13,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.49419953596287697,3.1500000000000004
18.4,25048.0,5.22,78.9,0,21.5,4.4,3.9,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0.6818181818181819,-3.49
17.0,25000.0,4.64,75.8,2,55.1,5.6,3.52,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.6848249027237354,0.019999999999999574
22.2,35065.0,4.09,83.0,2,44.6,6.9,3.58,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.7799564270152506,0.5999999999999996
22.7,33613.0,5.19,78.3,3,30.6,7.1,0.75,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0.13181019332161686,2.2699999999999996
19.7,25000.0,6.27,89.2,0,29.1,8.0,1.2,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0.17725258493353027,-0.9199999999999999
17.0,32504.0,5.2,75.2,1,38.4,5.9,2.69,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.4719298245614035,-0.6200000000000001
19.8,25000.0,3.9,99.5,1,29.3,6.0,2.78,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0.6318181818181817,-2.9499999999999993
21.9,46908.0,3.37,70.2,2,8.1,4.8,2.35,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0.6072351421188631,-0.22000000000000064
17.7,25000.0,4.69,84.4,3,48.4,3.8,3.77,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0.7263969171483622,-1.6400000000000015
21.4,25000.0,4.2,69.1,1,44.0,3.7,2.4,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0.5106382978723404,-2.209999999999999
21.0,43883.0,5.46,90.4,5,34.5,5.2,2.61,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0.43791946308724833,1.1599999999999984
22.3,61229.0,2.76,82.4,0,25.0,6.1,3.46,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0613496932515338,-2.1400000000000006
21.3,76993.0,5.35,83.6,0,30.1,2.9,3.93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.6717948717948719,-5.459999999999999
18.9,56021.0,2.19,74.8,2,5.0,9.2,2.99,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1.1115241635687734,3.7199999999999998
23.6,25000.0,3.77,90.7,4,16.7,4.2,4.0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0.936768149882904,-0.870000000000001
20.7,25000.0,4.76,87.1,2,51.2,4.0,3.52,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6692015209125476,-2.709999999999999
20.9,69081.0,3.85,77.6,3,36.2,5.4,0.03,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.006896551724137931,0.6400000000000006
18.9,67671.0,4.57,81.9,1,6.6,1.2,4.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.7889546351084812,-5.990000000000001
20.0,25000.0,5.8,74.9,0,20.1,6.2,0.72,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0.11428571428571428,-1.29
19.1,51674.0,3.26,74.2,3,6.9,3.7,2.88,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0.7659574468085106,-0.7199999999999998
20.6,25000.0,2.17,77.1,1,20.6,2.0,0.87,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0.3258426966292135,-4.709999999999999
24.8,73186.0,2.52,79.8,0,28.0,5.8,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.24834437086092714,-2.1799999999999997
18.0,25000.0,3.88,82.0,4,49.2,5.8,2.62,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0.5981735159817352,1.6000000000000014
17.5,29740.5,4.0,81.6,2,39.4,5.5,2.23,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0.4955555555555555,-0.6600000000000001
24.2,47652.0,3.59,75.1,1,26.4,5.8,2.37,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0.5794621026894866,-0.71
20.5,87424.0,6.8,88.1,2,27.0,5.8,2.16,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0.2958904109589041,-1.009999999999999
19.5,25000.0,2.35,90.7,2,20.4,5.6,2.24,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0.7859649122807018,-1.4700000000000006
