Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester,Dropout,is_female,has_internet_access,has_part_time_job,has_scholarship,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD,Parental_Education_Unknown
23.7,25596.0,4.71,76.7,1,11.9,8.3,0.87,0,1,0,1,0,0,0,0,1,0,1,0,0,0
18.6,26984.0,2.25,75.8,5,46.7,5.0,1.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22.5,35064.0,3.76,79.7,0,17.4,5.0,2.91,1,0,1,1,1,0,0,0,0,0,0,0,0,1
23.6,25000.0,3.16,77.8,2,16.7,5.3,0.82,3,0,0,1,0,1,0,1,0,0,0,0,0,0
17.1,25000.0,6.07,80.1,1,19.3,5.5,0.6,2,0,0,1,0,0,0,0,0,0,0,1,0,0
21.7,60819.0,3.72,87.8,2,53.3,6.9,3.94,1,0,1,0,1,0,1,0,0,0,0,0,0,0
19.9,87274.0,5.95,82.9,1,54.5,4.9,2.42,0,1,1,1,1,0,0,0,0,1,1,0,0,0
20.8,25000.0,4.29,82.2,2,23.4,5.5,3.81,2,0,1,1,0,0,0,0,0,0,0,0,0,0
21.8,25000.0,3.47,83.8,2,50.5,6.9,2.18,0,0,0,1,0,1,0,0,0,0,1,0,0,0
19.9,27385.0,2.75,79.4,1,5.0,5.5,1.65,3,1,1,1,1,0,0,1,0,0,1,0,0,0
19.5,26569.0,3.54,89.2,3,41.0,6.7,0.89,0,1,0,0,1,0,0,0,0,0,0,0,0,0
21.1,54031.0,4.02,86.5,2,46.4,4.7,2.37,3,0,0,0,0,0,0,1,0,0,1,0,0,0
18.6,30724.0,2.55,82.0,5,48.1,6.1,2.88,2,0,0,1,0,0,0,1,0,0,0,0,0,0
18.6,25000.0,4.83,72.9,1,30.9,7.9,2.99,3,0,0,1,1,1,0,1,0,0,0,0,0,0
22.5,25000.0,2.9,92.5,2,36.8,6.6,1.36,2,0,0,1,0,0,0,0,1,0,1,0,0,0
18.5,49980.0,2.1,87.3,3,21.4,2.1,3.42,2,0,1,1,0,0,0,0,0,1,0,0,0,0
22.5,42604.0,2.28,86.5,3,30.3,6.5,1.14,2,1,0,1,1,0,0,0,0,1,1,0,0,0
22.0,56181.0,3.38,95.6,1,28.0,3.4,3.11,3,0,0,1,0,0,0,0,1,0,0,1,0,0
17.2,25000.0,4.71,87.6,1,27.3,3.8,1.94,3,0,0,1,1,0,0,0,1,0,0,0,0,0
19.5,89596.0,6.13,81.6,1,43.6,6.4,2.47,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23.6,25000.0,3.69,77.9,2,32.6,3.8,2.45,0,0,1,1,1,0,1,0,0,0,0,1,0,0
18.8,45513.0,4.43,77.6,0,50.3,3.5,1.9,2,0,0,1,1,0,0,1,0,0,0,0,0,0
20.0,25000.0,3.91,84.2,2,33.0,5.5,1.8,3,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,25000.0,1.23,89.7,1,56.3,4.4,1.74,2,0,0,0,0,0,0,0,0,1,0,1,0,0
22.7,75858.0,4.49,89.8,3,44.7,2.6,4.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
20.4,48963.0,3.97,71.0,5,29.0,6.5,1.59,1,1,1,0,1,0,0,0,1,0,1,0,0,0
19.7,25000.0,1.95,89.4,6,32.1,7.3,0.0,3,0,1,1,0,0,0,0,1,0,0,0,0,0
24.1,25000.0,6.2,79.6,1,19.9,7.1,3.63,0,0,1,1,1,1,0,0,0,1,0,0,0,0
24.8,31583.0,4.78,77.3,2,31.9,3.9,1.33,3,0,1,1,0,0,0,0,0,1,1,0,0,0
23.2,40477.0,1.83,84.9,0,18.2,6.2,0.68,3,1,0,1,1,1,0,0,0,0,0,1,0,0
21.2,63004.0,4.68,88.3,3,46.0,4.6,1.66,1,1,0,1,0,0,0,0,1,0,1,0,0,0
19.2,25000.0,7.93,72.1,0,25.9,3.2,2.67,0,1,1,1,1,1,1,0,0,0,0,1,0,0
19.2,25000.0,4.01,83.7,5,34.3,4.2,3.51,3,0,1,1,1,0,0,0,0,1,0,0,0,0
22.1,32669.0,4.9,69.0,3,5.0,1.0,3.91,3,0,0,1,0,0,0,0,0,1,0,0,0,0
21.9,25000.0,3.26,88.3,1,26.8,3.6,3.65,3,0,0,1,1,0,0,0,0,0,0,1,0,0
24.1,25000.0,3.42,73.1,1,25.5,2.9,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
22.4,35547.0,6.03,83.5,1,41.1,5.9,2.07,2,0,0,1,1,0,0,0,0,1,0,0,0,0
17.7,26164.0,4.83,79.1,2,36.3,6.0,4.0,3,0,0,1,1,0,1,0,0,0,0,1,0,0
23.3,35736.0,5.39,77.4,2,42.2,2.5,3.4,2,0,0,1,0,0,0,0,0,1,1,0,0,0
18.8,25000.0,3.69,66.0,1,35.3,7.0,3.06,1,0,1,1,1,1,0,1,0,0,0,0,0,0
20.2,39816.0,4.59,70.8,1,44.8,4.4,1.84,2,0,1,1,1,0,1,0,0,0,0,0,0,0
21.6,25000.0,3.9,81.4,3,35.0,3.6,2.54,0,0,0,0,1,1,0,0,0,1,0,0,0,0
25.4,29740.5,4.0,59.6,0,13.5,5.5,2.92,2,0,0,1,1,0,0,0,1,0,0,1,0,0
27.8,25700.0,3.85,79.5,1,28.9,4.1,3.44,0,0,0,1,1,1,0,1,0,0,1,0,0,0
22.3,84549.0,6.31,75.7,4,29.5,5.2,3.27,3,1,0,0,1,0,0,1,0,0,0,0,1,0
20.6,47615.0,3.69,79.8,4,5.0,7.3,2.15,2,1,1,1,1,1,0,0,0,0,1,0,0,0
22.2,56745.0,4.55,72.4,1,17.8,5.3,3.14,0,0,1,1,0,1,0,0,1,0,0,0,0,0
23.0,69581.0,1.66,78.2,3,54.5,4.9,3.12,3,0,0,1,1,0,0,0,0,1,0,0,1,0
20.3,258254.0,5.55,79.9,2,26.7,6.5,1.22,0,0,1,1,0,1,0,0,0,0,1,0,0,0
24.9,30484.0,2.47,82.2,4,28.7,5.8,1.85,1,0,1,1,0,1,0,0,0,0,0,1,0,0
21.5,69720.0,3.16,67.4,2,5.0,2.8,3.31,0,0,0,1,1,0,0,0,1,0,0,0,0,0
22.1,54589.0,2.39,82.4,1,13.8,4.7,2.66,2,0,0,1,1,0,0,0,0,1,0,1,0,0
22.5,54048.0,2.15,73.1,3,35.8,4.5,2.0,2,0,1,1,1,1,1,0,0,0,0,0,0,0
21.9,86210.0,5.26,71.1,1,24.4,5.2,2.97,0,0,0,1,0,1,1,0,0,0,1,0,0,0
22.8,25000.0,2.97,91.9,1,16.7,4.6,3.03,1,0,1,1,0,0,0,0,1,0,0,0,0,0
19.6,25000.0,2.1,87.8,1,45.6,4.0,1.81,3,0,0,1,0,0,0,0,1,0,0,0,0,1
19.8,36021.0,2.02,86.4,0,21.6,8.1,0.17,2,1,1,1,0,0,1,0,0,0,0,0,0,0
18.6,26646.0,5.44,80.2,2,14.4,5.4,1.69,3,0,1,1,1,1,0,0,0,1,0,1,0,0
22.0,35994.0,3.53,77.4,0,30.5,6.4,0.09,3,0,1,1,0,0,0,1,0,0,0,0,0,0
22.7,75936.0,3.94,93.9,4,20.2,5.3,3.26,3,0,1,1,1,0,0,0,0,1,0,0,0,0
22.0,25000.0,5.2,83.1,1,20.2,7.0,3.43,0,0,1,1,0,0,0,0,0,0,0,1,0,0
24.7,25000.0,4.77,74.8,2,29.3,5.3,3.17,3,0,1,1,1,1,1,0,0,0,0,0,1,0
21.0,33011.0,4.25,74.0,2,22.3,7.3,3.05,3,0,0,1,1,0,0,0,0,0,0,0,0,0
22.5,25926.0,5.65,84.5,3,10.0,1.0,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
18.6,25000.0,2.33,79.2,2,36.7,5.7,1.56,0,1,1,0,0,1,0,0,1,0,0,1,0,0
20.1,25000.0,3.6,90.3,1,40.4,6.0,1.45,1,1,1,1,0,0,0,1,0,0,0,0,0,0
22.5,44910.0,5.18,82.6,0,27.0,6.0,1.94,3,0,0,1,0,0,0,0,0,1,0,1,0,0
22.9,70441.0,6.4,72.4,2,37.4,3.5,2.73,2,0,0,1,0,1,0,1,0,0,0,0,0,0
20.4,25000.0,6.54,96.9,2,25.6,4.2,3.12,2,0,1,1,0,0,0,0,0,1,0,0,0,0
20.8,25000.0,2.44,73.8,2,7.1,3.6,2.49,1,0,0,1,0,0,0,1,0,0,0,0,0,0
17.7,30277.0,4.1,72.2,0,40.8,6.4,3.6,1,0,0,1,1,0,0,0,0,0,1,0,0,0
20.2,25000.0,4.64,81.3,2,28.8,7.1,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
23.0,25000.0,3.79,85.7,1,31.8,2.5,3.57,2,0,1,1,0,1,0,0,0,0,0,0,0,0
22.3,25000.0,4.9,74.8,2,28.7,5.9,1.2,1,0,0,1,0,0,0,1,0,0,0,1,0,0
22.1,67605.0,6.94,87.6,4,27.8,3.9,3.31,2,0,0,1,0,0,1,0,0,0,0,0,0,0
21.1,25000.0,2.83,78.1,1,31.7,8.6,0.0,3,1,0,1,1,0,1,0,0,0,1,0,0,0
21.0,80154.0,2.37,100.0,1,31.9,6.5,1.5,0,1,0,1,0,1,1,0,0,0,1,0,0,0
19.5,57995.0,4.83,84.7,1,45.2,4.9,1.83,0,0,1,1,1,0,0,0,0,0,1,0,0,0
22.5,29740.5,4.0,58.3,2,35.3,5.5,1.31,3,0,0,1,1,1,1,0,0,0,0,0,0,0
21.9,25000.0,4.88,76.4,3,44.1,7.8,0.99,3,1,0,1,0,0,0,0,0,1,0,0,0,0
22.1,26473.0,4.25,85.9,2,48.1,5.6,4.0,3,0,0,1,0,0,0,0,1,0,1,0,0,0
19.8,27923.0,3.76,75.5,1,10.7,2.3,2.15,2,0,0,1,1,0,0,0,0,1,0,0,0,0
17.0,29740.5,4.0,66.4,2,45.3,5.5,0.6,0,1,1,1,0,0,0,0,1,0,1,0,0,0
23.4,25000.0,4.13,97.8,1,37.8,7.0,2.85,2,0,0,1,0,1,0,0,0,0,0,0,1,0
19.9,46529.0,3.49,87.1,1,35.9,4.5,3.5,0,0,1,1,0,1,1,0,0,0,0,1,0,0
19.1,34864.0,5.45,86.8,3,41.9,6.6,2.44,2,0,1,1,1,0,1,0,0,0,0,0,0,0
22.5,25000.0,4.14,97.9,1,26.8,4.4,2.24,3,0,1,1,1,1,0,1,0,0,1,0,0,0
20.1,25000.0,2.34,75.9,0,37.2,4.3,2.75,1,0,1,1,0,1,1,0,0,0,0,0,0,0
23.3,26611.0,5.82,81.9,0,17.3,5.3,3.6,1,0,0,1,0,0,1,0,0,0,1,0,0,0
22.4,25000.0,3.82,79.6,1,13.1,6.6,3.05,2,0,1,1,1,0,0,0,0,1,0,1,0,0
22.5,30794.0,6.71,77.0,2,36.4,6.3,1.24,2,1,0,1,0,0,0,0,0,1,0,1,0,0
18.0,31297.0,3.65,80.0,2,29.2,7.2,0.53,3,0,1,1,0,1,0,0,1,0,0,0,0,0
23.7,34788.0,2.96,78.4,1,30.0,6.4,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
21.6,85798.0,3.61,76.7,3,20.4,8.1,1.4,3,1,1,1,0,0,1,0,0,0,1,0,0,0
20.2,27461.0,3.87,79.6,1,34.7,8.6,3.01,1,0,0,1,0,0,0,0,0,0,0,0,1,0
21.3,54326.0,3.67,76.8,1,24.9,6.0,1.86,0,0,1,1,1,0,1,0,0,0,1,0,0,0
17.1,34124.0,3.18,84.6,2,29.4,4.9,2.55,0,0,0,1,1,0,0,1,0,0,0,1,0,0
21.9,25772.0,3.41,74.4,4,24.2,5.2,0.47,1,0,1,0,0,1,1,0,0,0,1,0,0,0
18.7,29740.5,4.0,90.1,4,20.4,5.5,3.44,3,0,0,1,1,0,0,0,1,0,1,0,0,0
18.0,28701.0,3.67,87.8,3,27.5,5.5,0.0,3,1,0,1,0,1,0,0,1,0,1,0,0,0
17.7,35167.0,6.79,85.6,1,44.2,4.4,2.95,0,0,1,0,1,1,0,0,1,0,0,0,1,0
23.4,25000.0,5.36,78.3,3,24.3,4.2,1.54,2,1,1,1,0,0,0,0,0,1,0,0,0,0
19.6,25000.0,3.92,82.4,2,28.5,5.4,3.59,0,0,0,1,1,1,0,0,0,1,1,0,0,0
24.4,44028.0,4.86,81.0,2,26.8,1.7,4.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
19.8,50964.0,3.31,82.2,1,22.4,5.2,2.54,2,0,1,1,0,0,0,0,0,0,0,0,1,0
17.2,46508.0,5.39,71.3,1,44.8,5.9,2.21,1,0,1,1,1,0,0,0,1,0,1,0,0,0
18.5,32630.0,5.73,82.8,2,13.7,2.7,2.39,2,0,0,1,1,1,0,0,1,0,1,0,0,0
23.7,47114.0,4.78,84.6,2,29.0,7.9,1.03,2,1,0,1,0,1,0,0,0,0,0,1,0,0
20.7,45618.0,3.34,93.6,2,19.9,6.3,2.77,3,0,1,1,0,0,1,0,0,0,1,0,0,0
19.8,47695.0,4.77,73.9,1,36.8,7.8,2.07,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21.4,25000.0,3.1,72.5,3,31.6,6.3,0.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
22.1,25000.0,2.2,89.9,0,44.2,6.1,1.27,3,0,0,1,1,0,0,0,0,0,0,1,0,0
23.5,25000.0,4.34,69.9,0,38.8,8.2,1.0,2,1,0,1,0,0,0,0,0,0,1,0,0,0
24.2,29424.0,1.88,93.6,2,31.0,7.9,1.45,2,0,1,1,0,0,0,0,0,1,0,0,1,0
20.2,25715.0,3.46,91.5,1,38.9,9.0,2.69,0,0,1,1,1,1,0,0,1,0,1,0,0,0
18.1,25000.0,4.48,86.6,1,40.0,5.3,3.73,1,0,1,1,0,0,0,0,1,0,0,0,0,1
20.1,83535.0,6.03,69.9,1,19.0,4.1,4.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
21.6,25225.0,3.17,80.7,6,39.3,3.4,2.59,2,0,0,1,0,0,0,0,1,0,0,1,0,0
18.9,32979.0,2.68,81.6,1,33.6,3.7,2.67,3,0,0,0,1,1,0,0,0,0,0,0,0,0
18.9,62738.0,5.03,84.3,4,35.9,6.7,1.21,3,1,0,1,1,0,0,1,0,0,0,1,0,0
21.8,25000.0,4.28,86.4,2,25.1,10.0,0.71,1,1,1,1,0,1,0,1,0,0,0,0,0,0
20.9,25000.0,4.1,76.0,1,19.7,8.2,3.05,2,0,1,1,1,1,1,0,0,0,1,0,0,0
21.1,25000.0,2.07,90.5,1,17.6,5.2,1.54,2,0,0,1,0,0,0,0,0,0,1,0,0,0
19.3,25000.0,5.41,86.2,1,5.0,6.9,1.24,3,1,1,1,1,0,1,0,0,0,0,0,0,0
20.5,26793.0,1.26,86.1,4,21.5,4.5,1.15,3,1,0,1,0,0,1,0,0,0,0,0,0,0
19.0,70847.0,4.25,80.2,1,59.3,4.6,1.4,2,0,1,1,1,1,0,0,0,1,0,0,0,0
23.0,44537.0,5.59,85.1,1,39.9,3.6,2.71,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23.3,52829.0,4.15,64.9,1,33.8,3.8,3.41,2,1,1,1,1,0,0,0,1,0,0,0,0,0
17.0,30585.0,3.68,85.2,2,41.5,6.5,1.74,3,0,0,1,1,1,0,1,0,0,1,0,0,0
19.0,25000.0,2.65,95.3,2,26.9,8.2,3.36,1,0,0,1,0,0,0,0,1,0,0,0,0,0
17.7,25000.0,3.26,88.2,0,25.3,7.4,1.62,2,0,0,1,0,1,0,0,1,0,0,1,0,0
19.6,25000.0,6.85,87.3,2,26.5,8.1,1.17,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20.8,36896.0,3.29,88.2,0,21.2,6.9,3.87,0,0,0,1,1,0,0,0,0,0,1,0,0,0
17.8,30305.0,4.59,91.7,1,22.2,5.4,2.72,1,0,0,0,1,1,1,0,0,0,0,1,0,0
19.0,26210.0,2.92,80.4,2,29.8,4.6,2.85,2,0,0,1,0,1,0,0,0,1,1,0,0,0
18.8,25000.0,3.61,89.9,1,30.8,6.5,2.77,2,0,1,1,0,0,0,0,1,0,1,0,0,0
21.5,99412.0,1.88,85.7,2,45.9,2.5,2.88,0,0,0,1,1,0,0,0,1,0,0,0,0,0
21.2,25000.0,3.94,82.5,0,42.3,4.4,1.37,0,0,1,1,1,1,1,0,0,0,0,0,0,0
19.4,51880.0,3.53,92.8,4,12.2,4.1,3.58,3,0,0,1,1,0,0,1,0,0,0,0,0,0
21.4,29767.0,5.75,76.5,2,26.5,7.7,3.36,1,0,1,1,1,1,1,0,0,0,0,0,0,0
19.8,28665.0,2.9,76.8,1,16.7,3.0,3.02,3,1,1,0,1,1,0,0,0,0,0,0,0,0
20.4,60233.0,3.44,63.1,1,5.0,7.2,0.41,2,1,0,1,0,1,0,0,0,0,1,0,0,0
24.7,71505.0,5.18,74.6,0,31.0,6.2,0.8,1,0,1,1,0,1,0,1,0,0,0,1,0,0
23.9,25752.0,3.96,78.5,1,36.9,6.2,2.98,2,0,0,1,1,0,0,0,0,1,0,0,0,0
18.1,48027.0,3.79,81.6,1,30.9,4.7,4.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
22.8,36987.0,3.77,85.6,0,35.2,2.9,4.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
22.8,29866.0,2.71,89.0,1,26.0,6.4,2.33,3,0,0,1,0,1,1,0,0,0,1,0,0,0
18.5,33609.0,3.44,71.4,1,17.7,7.1,1.12,2,0,0,1,0,0,1,0,0,0,1,0,0,0
22.8,25000.0,4.1,82.9,3,25.6,6.4,1.35,2,1,0,1,0,0,1,0,0,0,0,0,0,0
24.4,25000.0,2.49,74.1,2,46.4,5.2,1.17,1,0,0,1,0,1,0,0,0,0,1,0,0,0
18.5,25000.0,2.62,71.4,1,34.5,3.5,3.62,2,0,1,1,0,1,0,0,0,1,1,0,0,0
19.0,51064.0,5.58,84.6,0,11.8,4.4,3.3,2,0,0,1,1,0,0,0,0,0,0,1,0,0
23.2,28082.0,4.65,82.8,3,31.6,6.3,3.89,3,0,0,1,1,1,0,0,1,0,0,0,0,0
21.6,25000.0,4.39,85.9,0,45.3,4.1,2.22,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22.2,25000.0,3.29,86.6,2,39.1,3.8,2.81,2,0,0,1,0,0,0,0,1,0,0,1,0,0
21.7,25000.0,4.29,78.1,4,45.4,2.9,3.33,3,0,0,0,1,0,0,0,1,0,0,0,0,0
21.9,25000.0,0.88,90.8,1,12.1,6.5,1.82,3,0,1,1,0,0,1,0,0,0,0,0,0,0
18.1,30412.0,2.43,74.7,2,31.5,6.4,2.03,1,0,0,1,1,0,0,0,1,0,0,0,0,0
23.3,27401.0,4.81,73.6,3,25.8,7.6,1.31,2,1,1,1,1,0,0,1,0,0,1,0,0,0
23.6,97547.0,3.12,85.2,1,37.1,1.6,3.56,1,0,0,1,0,0,0,0,0,1,0,1,0,0
20.5,41980.0,3.73,83.7,2,19.8,7.6,2.68,2,0,0,1,0,0,0,0,0,0,0,0,0,0
20.9,40875.0,4.47,75.5,1,19.6,7.5,1.03,1,0,1,0,0,1,0,0,0,0,0,0,0,0
17.6,25000.0,3.02,75.3,2,30.0,7.7,2.56,2,0,0,1,1,0,0,0,0,0,0,1,0,0
22.1,25000.0,3.19,85.0,3,18.9,5.7,4.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
22.3,25000.0,3.53,84.0,1,33.1,5.9,2.38,2,0,1,0,0,1,1,0,0,0,0,1,0,0
20.9,25000.0,4.2,73.7,0,5.5,5.9,2.73,0,1,0,1,1,0,0,0,1,0,0,0,0,0
23.5,25000.0,1.88,76.9,0,44.1,3.9,1.92,1,0,0,1,1,0,0,0,1,0,1,0,0,0
20.3,25000.0,4.39,74.7,1,5.0,3.9,2.52,2,0,1,1,1,0,0,0,1,0,1,0,0,0
22.2,25000.0,3.97,65.0,2,40.9,5.9,1.0,2,1,1,1,0,0,0,0,0,0,0,1,0,0
18.8,50234.0,4.14,92.9,2,23.0,5.1,3.68,3,0,0,1,0,1,1,0,0,0,0,0,0,0
20.9,27289.0,3.04,83.9,2,12.6,6.8,1.66,2,0,0,1,0,0,0,0,1,0,0,1,0,0
20.6,25000.0,3.93,91.3,0,32.0,4.9,1.28,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21.5,29636.0,5.24,79.6,1,40.6,2.9,3.83,2,0,0,1,0,0,0,0,0,0,0,0,0,0
20.2,59900.0,4.89,74.2,1,43.9,2.9,3.22,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20.7,29808.0,5.6,75.0,2,43.5,4.1,1.59,3,0,1,1,1,0,0,1,0,0,0,0,0,0
22.8,41119.0,2.83,75.0,1,19.7,6.8,0.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0
20.0,25000.0,4.89,77.9,0,32.5,4.6,3.36,2,0,0,1,1,1,0,0,0,0,0,0,0,1
17.5,25000.0,3.19,69.6,1,8.7,6.0,1.52,1,1,0,0,0,0,0,0,1,0,0,0,0,0
24.8,36768.0,1.05,78.9,3,31.0,2.5,0.75,1,0,1,1,1,0,0,0,1,0,0,0,0,0
24.0,92558.0,5.21,77.4,2,34.1,5.8,2.3,3,0,0,1,1,0,0,0,0,1,0,0,0,0
18.2,70113.0,5.0,89.0,0,25.5,5.6,4.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
22.5,42180.0,5.93,86.3,0,8.0,7.6,2.45,0,0,1,1,0,0,0,0,1,0,0,0,0,0
19.9,32561.0,2.1,78.9,1,22.9,5.8,1.25,3,0,1,1,0,0,0,0,0,0,0,0,0,0
21.6,68916.0,4.21,85.8,2,52.9,6.9,3.27,2,0,0,1,0,0,0,1,0,0,0,0,0,0
21.6,47897.0,3.71,73.2,2,34.7,9.0,0.05,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20.5,25000.0,5.49,71.9,2,24.2,5.6,4.0,2,0,1,1,0,1,0,1,0,0,1,0,0,0
19.3,25000.0,2.19,81.2,2,28.1,8.3,0.09,0,1,1,1,0,1,0,0,0,0,1,0,0,0
19.5,36420.0,3.67,82.8,3,34.6,5.7,1.18,0,1,1,1,1,1,0,0,0,0,0,0,0,0
19.0,25000.0,4.12,80.9,1,11.4,4.5,0.85,0,0,0,1,1,0,0,0,1,0,0,0,0,0
19.2,25000.0,4.96,92.8,2,12.0,5.3,3.44,1,0,1,1,1,1,0,0,1,0,0,0,0,0
20.9,25000.0,4.54,87.5,1,21.2,4.6,0.53,0,1,1,1,0,0,0,1,0,0,1,0,0,0
19.4,25497.0,3.96,90.3,1,23.9,4.7,1.13,1,0,0,1,1,1,1,0,0,0,0,0,0,0
22.5,25023.0,3.6,77.6,3,51.5,4.5,1.88,2,1,1,1,0,0,0,0,0,1,1,0,0,0
24.3,25000.0,3.88,84.7,2,30.8,5.0,1.99,0,0,1,1,1,0,0,0,0,0,0,1,0,0
19.7,48785.0,4.98,73.7,2,23.8,6.8,1.95,0,0,0,1,1,0,0,0,0,1,1,0,0,0
21.5,25358.0,2.93,76.1,1,30.7,2.4,2.54,1,0,0,1,0,1,0,1,0,0,1,0,0,0
22.1,29740.5,4.0,84.6,1,5.7,5.5,1.04,0,0,1,1,1,1,0,0,0,1,0,1,0,0
22.0,25000.0,3.7,74.9,2,19.2,5.7,2.82,2,0,0,1,0,0,0,0,0,0,0,0,0,0
21.2,54974.0,1.29,75.7,1,21.0,8.0,1.23,3,1,1,1,1,1,1,0,0,0,0,0,0,0
22.6,25000.0,1.46,85.4,1,17.8,4.8,0.28,2,0,0,0,1,0,0,0,0,1,1,0,0,0
22.1,25000.0,2.06,75.9,1,44.8,7.5,0.21,1,1,0,1,0,0,0,1,0,0,0,0,1,0
18.3,33788.0,3.72,89.7,1,37.9,4.0,3.09,3,0,1,1,0,0,0,0,0,0,0,0,0,0
22.9,25000.0,4.65,80.3,1,15.5,4.7,3.66,3,0,1,1,1,0,0,1,0,0,0,0,1,0
23.0,25000.0,3.2,80.6,0,14.8,6.2,2.89,2,1,0,1,0,0,0,0,0,0,1,0,0,0
19.3,34720.0,1.89,84.0,1,14.9,6.6,0.57,1,0,1,1,0,0,1,0,0,0,1,0,0,0
21.1,25000.0,5.23,80.9,2,27.8,5.0,2.65,1,0,0,1,1,0,0,0,0,1,1,0,0,0
22.5,119010.0,4.36,84.2,2,32.4,5.9,2.01,0,0,0,1,1,0,0,0,0,0,0,1,0,0
20.5,28427.0,3.71,74.7,2,35.0,5.2,1.42,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23.4,43075.0,4.32,60.2,2,17.8,6.9,2.36,2,1,0,1,0,1,1,0,0,0,1,0,0,0
26.2,25000.0,2.63,70.7,2,27.9,5.2,1.09,3,0,1,1,1,1,0,0,0,1,1,0,0,0
19.3,25000.0,5.34,78.4,1,29.3,5.1,3.24,1,0,1,1,1,1,0,0,1,0,0,0,0,0
18.0,25000.0,4.41,85.9,3,44.4,7.3,2.25,1,0,1,1,1,1,0,0,0,1,0,0,0,0
21.7,25000.0,3.81,99.3,1,39.3,5.9,2.56,2,0,1,0,1,0,1,0,0,0,0,1,0,0
22.6,38152.0,3.56,77.3,3,12.8,6.7,2.9,3,0,0,1,1,1,0,1,0,0,0,0,0,0
20.5,55345.0,4.09,76.8,2,7.4,10.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
24.2,36562.0,4.63,84.7,5,28.7,1.9,3.2,1,0,1,1,0,1,0,0,1,0,1,0,0,0
18.1,25952.0,1.73,83.8,2,22.4,3.7,1.96,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22.5,25000.0,2.98,84.0,3,18.5,3.8,1.72,0,0,1,1,1,0,0,1,0,0,0,0,0,0
19.7,57998.0,3.57,80.0,1,20.9,4.0,1.14,0,1,1,1,1,0,0,1,0,0,1,0,0,0
24.8,103028.0,3.52,66.2,2,37.0,8.1,1.32,2,1,0,1,1,0,0,0,0,1,1,0,0,0
25.4,32242.0,3.07,83.6,1,12.0,1.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
19.3,52241.0,5.01,81.6,4,52.2,6.4,3.11,3,0,1,1,1,0,0,1,0,0,0,1,0,0
19.8,36535.0,3.1,69.3,3,21.4,2.7,2.72,0,1,1,1,1,1,0,1,0,0,0,0,0,0
22.9,46784.0,2.61,86.7,4,37.6,5.5,0.82,3,0,0,1,1,0,0,0,0,1,1,0,0,0
20.1,25000.0,3.39,87.8,3,22.0,6.0,1.53,0,1,0,0,0,0,0,0,0,1,0,1,0,0
20.9,25000.0,5.96,86.5,2,11.8,7.1,2.33,3,1,1,1,0,0,0,0,0,1,1,0,0,0
21.1,37695.0,4.02,78.7,2,28.2,5.0,2.88,0,0,0,1,1,0,0,0,1,0,1,0,0,0
17.0,61543.0,3.37,83.8,2,15.0,5.2,2.52,3,0,1,1,0,0,0,1,0,0,1,0,0,0
21.0,25000.0,3.57,74.8,2,31.8,1.8,2.18,2,0,0,0,0,0,0,0,0,1,0,0,0,0
19.5,25000.0,1.72,70.9,2,29.7,9.6,0.0,2,1,0,1,1,0,0,0,1,0,0,0,0,0
19.9,25000.0,3.76,81.2,4,21.7,6.1,3.43,1,0,0,1,1,0,0,0,0,1,0,0,0,0
24.2,54507.0,4.31,70.0,3,31.8,6.3,3.16,3,0,1,0,0,0,0,0,1,0,1,0,0,0
18.2,25000.0,4.57,80.9,1,42.5,7.4,3.32,0,0,0,0,1,1,0,0,0,0,0,0,0,0
22.8,25000.0,3.79,81.6,3,28.7,5.4,3.06,0,0,0,1,0,0,0,1,0,0,0,0,0,0
